ticker,trade_date,local_feature_valid,local_invalid_reason,front_greek_vintage_target_rows,front_iv_vintage_target_rows,front_native_target_rows,front_native_extra_vs_greek_rows,front_native_extra_vs_iv_rows,front_clock_key_coverage_exact,front_storage_generation,front_shared_key_rows,front_greek_only_key_rows,front_iv_only_key_rows,back_greek_vintage_target_rows,back_iv_vintage_target_rows,back_native_target_rows,back_native_extra_vs_greek_rows,back_native_extra_vs_iv_rows,back_clock_key_coverage_exact,back_storage_generation,back_shared_key_rows,back_greek_only_key_rows,back_iv_only_key_rows
QQQ,20240814,True,,840.0,840.0,840.0,0.0,0.0,True,V1,840.0,0.0,0.0,1192.0,1192.0,1192.0,0.0,0.0,True,V1,1192.0,0.0,0.0
QQQ,20240815,True,,840.0,840.0,840.0,0.0,0.0,True,V1,840.0,0.0,0.0,1192.0,1192.0,1192.0,0.0,0.0,True,V1,1192.0,0.0,0.0
QQQ,20240816,True,,1192.0,1192.0,1192.0,0.0,0.0,True,V1,1192.0,0.0,0.0,700.0,700.0,700.0,0.0,0.0,True,V1,700.0,0.0,0.0
QQQ,20240819,True,,912.0,912.0,912.0,0.0,0.0,True,V1,912.0,0.0,0.0,700.0,700.0,700.0,0.0,0.0,True,V1,700.0,0.0,0.0
QQQ,20240820,True,,544.0,544.0,544.0,0.0,0.0,True,V1,544.0,0.0,0.0,700.0,700.0,700.0,0.0,0.0,True,V1,700.0,0.0,0.0
QQQ,20240821,True,,528.0,528.0,528.0,0.0,0.0,True,V1,528.0,0.0,0.0,700.0,700.0,700.0,0.0,0.0,True,V1,700.0,0.0,0.0
QQQ,20240822,True,,532.0,532.0,532.0,0.0,0.0,True,V1,532.0,0.0,0.0,700.0,700.0,700.0,0.0,0.0,True,V1,700.0,0.0,0.0
QQQ,20240823,True,,700.0,700.0,700.0,0.0,0.0,True,V1,700.0,0.0,0.0,676.0,676.0,676.0,0.0,0.0,True,V1,676.0,0.0,0.0
QQQ,20240826,True,,440.0,440.0,440.0,0.0,0.0,True,V1,440.0,0.0,0.0,676.0,676.0,676.0,0.0,0.0,True,V1,676.0,0.0,0.0
QQQ,20240827,True,,440.0,440.0,440.0,0.0,0.0,True,V1,440.0,0.0,0.0,676.0,676.0,676.0,0.0,0.0,True,V1,676.0,0.0,0.0
QQQ,20240828,True,,436.0,436.0,436.0,0.0,0.0,True,V1,436.0,0.0,0.0,676.0,676.0,676.0,0.0,0.0,True,V1,676.0,0.0,0.0
QQQ,20240829,True,,436.0,436.0,436.0,0.0,0.0,True,V1,436.0,0.0,0.0,676.0,676.0,676.0,0.0,0.0,True,V1,676.0,0.0,0.0
QQQ,20240830,True,,676.0,676.0,676.0,0.0,0.0,True,V1,676.0,0.0,0.0,600.0,600.0,600.0,0.0,0.0,True,V1,600.0,0.0,0.0
QQQ,20240903,True,,412.0,412.0,412.0,0.0,0.0,True,V1,412.0,0.0,0.0,600.0,600.0,600.0,0.0,0.0,True,V1,600.0,0.0,0.0
QQQ,20240904,True,,412.0,412.0,412.0,0.0,0.0,True,V1,412.0,0.0,0.0,628.0,628.0,628.0,0.0,0.0,True,V1,628.0,0.0,0.0
QQQ,20240905,True,,444.0,444.0,444.0,0.0,0.0,True,V1,444.0,0.0,0.0,628.0,628.0,628.0,0.0,0.0,True,V1,628.0,0.0,0.0
QQQ,20240906,True,,628.0,628.0,628.0,0.0,0.0,True,V1,628.0,0.0,0.0,612.0,612.0,612.0,0.0,0.0,True,V1,612.0,0.0,0.0
QQQ,20240909,True,,468.0,468.0,468.0,0.0,0.0,True,V1,468.0,0.0,0.0,612.0,612.0,612.0,0.0,0.0,True,V1,612.0,0.0,0.0
QQQ,20240910,True,,460.0,460.0,460.0,0.0,0.0,True,V1,460.0,0.0,0.0,612.0,612.0,612.0,0.0,0.0,True,V1,612.0,0.0,0.0
QQQ,20240911,True,,460.0,460.0,460.0,0.0,0.0,True,V1,460.0,0.0,0.0,632.0,632.0,632.0,0.0,0.0,True,V1,632.0,0.0,0.0
QQQ,20240912,True,,484.0,484.0,484.0,0.0,0.0,True,V1,484.0,0.0,0.0,632.0,632.0,632.0,0.0,0.0,True,V1,632.0,0.0,0.0
QQQ,20240913,True,,632.0,632.0,632.0,0.0,0.0,True,V1,632.0,0.0,0.0,1032.0,1032.0,1032.0,0.0,0.0,True,V1,1032.0,0.0,0.0
QQQ,20240916,True,,556.0,556.0,556.0,0.0,0.0,True,V1,556.0,0.0,0.0,1032.0,1032.0,1032.0,0.0,0.0,True,V1,1032.0,0.0,0.0
QQQ,20240917,True,,556.0,556.0,556.0,0.0,0.0,True,V1,556.0,0.0,0.0,1032.0,1032.0,1032.0,0.0,0.0,True,V1,1032.0,0.0,0.0
QQQ,20240918,True,,480.0,480.0,480.0,0.0,0.0,True,V1,480.0,0.0,0.0,1032.0,1032.0,1032.0,0.0,0.0,True,V1,1032.0,0.0,0.0
QQQ,20240919,True,,480.0,480.0,480.0,0.0,0.0,True,V1,480.0,0.0,0.0,1032.0,1032.0,1032.0,0.0,0.0,True,V1,1032.0,0.0,0.0
QQQ,20240920,True,,1032.0,1032.0,1032.0,0.0,0.0,True,V1,1032.0,0.0,0.0,512.0,512.0,512.0,0.0,0.0,True,V1,512.0,0.0,0.0
QQQ,20240923,True,,524.0,524.0,524.0,0.0,0.0,True,V1,524.0,0.0,0.0,564.0,564.0,564.0,0.0,0.0,True,V1,564.0,0.0,0.0
QQQ,20240924,True,,524.0,524.0,524.0,0.0,0.0,True,V1,524.0,0.0,0.0,564.0,564.0,564.0,0.0,0.0,True,V1,564.0,0.0,0.0
QQQ,20240925,True,,484.0,484.0,484.0,0.0,0.0,True,V1,484.0,0.0,0.0,564.0,564.0,564.0,0.0,0.0,True,V1,564.0,0.0,0.0
QQQ,20240926,True,,484.0,484.0,484.0,0.0,0.0,True,V1,484.0,0.0,0.0,564.0,564.0,564.0,0.0,0.0,True,V1,564.0,0.0,0.0
QQQ,20240927,True,,564.0,564.0,564.0,0.0,0.0,True,V1,564.0,0.0,0.0,488.0,488.0,488.0,0.0,0.0,True,V1,488.0,0.0,0.0
QQQ,20240930,True,,956.0,956.0,956.0,0.0,0.0,True,V1,956.0,0.0,0.0,488.0,488.0,488.0,0.0,0.0,True,V1,488.0,0.0,0.0
QQQ,20241001,True,,464.0,464.0,464.0,0.0,0.0,True,V1,464.0,0.0,0.0,488.0,488.0,488.0,0.0,0.0,True,V1,488.0,0.0,0.0
QQQ,20241002,True,,464.0,464.0,464.0,0.0,0.0,True,V1,464.0,0.0,0.0,488.0,488.0,488.0,0.0,0.0,True,V1,488.0,0.0,0.0
QQQ,20241003,True,,464.0,464.0,464.0,0.0,0.0,True,V1,464.0,0.0,0.0,492.0,492.0,492.0,0.0,0.0,True,V1,492.0,0.0,0.0
QQQ,20241004,True,,492.0,492.0,492.0,0.0,0.0,True,V1,492.0,0.0,0.0,536.0,536.0,536.0,0.0,0.0,True,V1,536.0,0.0,0.0
QQQ,20241007,True,,452.0,452.0,452.0,0.0,0.0,True,V1,452.0,0.0,0.0,536.0,536.0,536.0,0.0,0.0,True,V1,536.0,0.0,0.0
QQQ,20241008,True,,452.0,452.0,452.0,0.0,0.0,True,V1,452.0,0.0,0.0,536.0,536.0,536.0,0.0,0.0,True,V1,536.0,0.0,0.0
QQQ,20241009,True,,468.0,468.0,468.0,0.0,0.0,True,V1,468.0,0.0,0.0,536.0,536.0,536.0,0.0,0.0,True,V1,536.0,0.0,0.0
QQQ,20241010,True,,468.0,468.0,468.0,0.0,0.0,True,V1,468.0,0.0,0.0,536.0,536.0,536.0,0.0,0.0,True,V1,536.0,0.0,0.0
QQQ,20241011,True,,536.0,536.0,536.0,0.0,0.0,True,V1,536.0,0.0,0.0,688.0,688.0,688.0,0.0,0.0,True,V1,688.0,0.0,0.0
QQQ,20241014,True,,452.0,452.0,452.0,0.0,0.0,True,V1,452.0,0.0,0.0,688.0,688.0,688.0,0.0,0.0,True,V1,688.0,0.0,0.0
QQQ,20241015,True,,452.0,452.0,452.0,0.0,0.0,True,V1,452.0,0.0,0.0,688.0,688.0,688.0,0.0,0.0,True,V1,688.0,0.0,0.0
QQQ,20241016,True,,452.0,452.0,452.0,0.0,0.0,True,V1,452.0,0.0,0.0,688.0,688.0,688.0,0.0,0.0,True,V1,688.0,0.0,0.0
QQQ,20241017,True,,452.0,452.0,452.0,0.0,0.0,True,V1,452.0,0.0,0.0,688.0,688.0,688.0,0.0,0.0,True,V1,688.0,0.0,0.0
QQQ,20241018,True,,688.0,688.0,688.0,0.0,0.0,True,V1,688.0,0.0,0.0,524.0,524.0,524.0,0.0,0.0,True,V1,524.0,0.0,0.0
QQQ,20241021,True,,448.0,448.0,448.0,0.0,0.0,True,V1,448.0,0.0,0.0,524.0,524.0,524.0,0.0,0.0,True,V1,524.0,0.0,0.0
QQQ,20241022,True,,448.0,448.0,448.0,0.0,0.0,True,V1,448.0,0.0,0.0,524.0,524.0,524.0,0.0,0.0,True,V1,524.0,0.0,0.0
QQQ,20241023,True,,440.0,440.0,440.0,0.0,0.0,True,V1,440.0,0.0,0.0,524.0,524.0,524.0,0.0,0.0,True,V1,524.0,0.0,0.0
QQQ,20241024,True,,424.0,424.0,424.0,0.0,0.0,True,V1,424.0,0.0,0.0,524.0,524.0,524.0,0.0,0.0,True,V1,524.0,0.0,0.0
QQQ,20241025,True,,524.0,524.0,524.0,0.0,0.0,True,V1,524.0,0.0,0.0,520.0,520.0,520.0,0.0,0.0,True,V1,520.0,0.0,0.0
QQQ,20241028,True,,428.0,428.0,428.0,0.0,0.0,True,V1,428.0,0.0,0.0,540.0,540.0,540.0,0.0,0.0,True,V1,540.0,0.0,0.0
QQQ,20241029,True,,428.0,428.0,428.0,0.0,0.0,True,V1,428.0,0.0,0.0,540.0,540.0,540.0,0.0,0.0,True,V1,540.0,0.0,0.0
QQQ,20241030,True,,428.0,428.0,428.0,0.0,0.0,True,V1,428.0,0.0,0.0,540.0,540.0,540.0,0.0,0.0,True,V1,540.0,0.0,0.0
QQQ,20241031,True,,432.0,432.0,432.0,0.0,0.0,True,V1,432.0,0.0,0.0,540.0,540.0,540.0,0.0,0.0,True,V1,540.0,0.0,0.0
QQQ,20241101,True,,540.0,540.0,540.0,0.0,0.0,True,V1,540.0,0.0,0.0,572.0,572.0,572.0,0.0,0.0,True,V1,572.0,0.0,0.0
QQQ,20241104,True,,464.0,464.0,464.0,0.0,0.0,True,V1,464.0,0.0,0.0,572.0,572.0,572.0,0.0,0.0,True,V1,572.0,0.0,0.0
QQQ,20241105,True,,464.0,464.0,464.0,0.0,0.0,True,V1,464.0,0.0,0.0,572.0,572.0,572.0,0.0,0.0,True,V1,572.0,0.0,0.0
QQQ,20241106,True,,496.0,496.0,496.0,0.0,0.0,True,V1,496.0,0.0,0.0,572.0,572.0,572.0,0.0,0.0,True,V1,572.0,0.0,0.0
QQQ,20241107,True,,496.0,496.0,496.0,0.0,0.0,True,V1,496.0,0.0,0.0,572.0,572.0,572.0,0.0,0.0,True,V1,572.0,0.0,0.0
QQQ,20241108,True,,572.0,572.0,572.0,0.0,0.0,True,V1,572.0,0.0,0.0,832.0,832.0,832.0,0.0,0.0,True,V1,832.0,0.0,0.0
QQQ,20241111,True,,476.0,476.0,476.0,0.0,0.0,True,V1,476.0,0.0,0.0,832.0,832.0,832.0,0.0,0.0,True,V1,832.0,0.0,0.0
QQQ,20241112,True,,492.0,492.0,492.0,0.0,0.0,True,V1,492.0,0.0,0.0,832.0,832.0,832.0,0.0,0.0,True,V1,832.0,0.0,0.0
QQQ,20241113,True,,492.0,492.0,492.0,0.0,0.0,True,V1,492.0,0.0,0.0,832.0,832.0,832.0,0.0,0.0,True,V1,832.0,0.0,0.0
QQQ,20241114,True,,508.0,508.0,508.0,0.0,0.0,True,V1,508.0,0.0,0.0,832.0,832.0,832.0,0.0,0.0,True,V1,832.0,0.0,0.0
QQQ,20241115,True,,832.0,832.0,832.0,0.0,0.0,True,V1,832.0,0.0,0.0,552.0,552.0,552.0,0.0,0.0,True,V1,552.0,0.0,0.0
QQQ,20241118,True,,524.0,524.0,524.0,0.0,0.0,True,V1,524.0,0.0,0.0,552.0,552.0,552.0,0.0,0.0,True,V1,552.0,0.0,0.0
QQQ,20241119,True,,512.0,512.0,512.0,0.0,0.0,True,V1,512.0,0.0,0.0,552.0,552.0,552.0,0.0,0.0,True,V1,552.0,0.0,0.0
QQQ,20241120,True,,460.0,460.0,460.0,0.0,0.0,True,V1,460.0,0.0,0.0,588.0,588.0,588.0,0.0,0.0,True,V1,588.0,0.0,0.0
QQQ,20241121,True,,504.0,504.0,504.0,0.0,0.0,True,V1,504.0,0.0,0.0,588.0,588.0,588.0,0.0,0.0,True,V1,588.0,0.0,0.0
QQQ,20241122,True,,588.0,588.0,588.0,0.0,0.0,True,V1,588.0,0.0,0.0,608.0,608.0,608.0,0.0,0.0,True,V1,608.0,0.0,0.0
QQQ,20241125,True,,520.0,520.0,520.0,0.0,0.0,True,V1,520.0,0.0,0.0,608.0,608.0,608.0,0.0,0.0,True,V1,608.0,0.0,0.0
QQQ,20241126,True,,504.0,504.0,504.0,0.0,0.0,True,V1,504.0,0.0,0.0,608.0,608.0,608.0,0.0,0.0,True,V1,608.0,0.0,0.0
QQQ,20241127,True,,504.0,504.0,504.0,0.0,0.0,True,V1,504.0,0.0,0.0,608.0,608.0,608.0,0.0,0.0,True,V1,608.0,0.0,0.0
QQQ,20241129,True,,608.0,608.0,608.0,0.0,0.0,True,V1,608.0,0.0,0.0,656.0,656.0,656.0,0.0,0.0,True,V1,656.0,0.0,0.0
QQQ,20241202,True,,460.0,460.0,460.0,0.0,0.0,True,V1,460.0,0.0,0.0,656.0,656.0,656.0,0.0,0.0,True,V1,656.0,0.0,0.0
QQQ,20241203,True,,460.0,460.0,460.0,0.0,0.0,True,V1,460.0,0.0,0.0,656.0,656.0,656.0,0.0,0.0,True,V1,656.0,0.0,0.0
QQQ,20241204,True,,340.0,340.0,340.0,0.0,0.0,True,V1,340.0,0.0,0.0,656.0,656.0,656.0,0.0,0.0,True,V1,656.0,0.0,0.0
QQQ,20241205,True,,336.0,336.0,336.0,0.0,0.0,True,V1,336.0,0.0,0.0,656.0,656.0,656.0,0.0,0.0,True,V1,656.0,0.0,0.0
QQQ,20241206,True,,656.0,656.0,656.0,0.0,0.0,True,V1,656.0,0.0,0.0,576.0,576.0,576.0,0.0,0.0,True,V1,576.0,0.0,0.0
QQQ,20241209,True,,464.0,464.0,464.0,0.0,0.0,True,V1,464.0,0.0,0.0,576.0,576.0,576.0,0.0,0.0,True,V1,576.0,0.0,0.0
QQQ,20241210,True,,464.0,464.0,464.0,0.0,0.0,True,V1,464.0,0.0,0.0,576.0,576.0,576.0,0.0,0.0,True,V1,576.0,0.0,0.0
QQQ,20241211,True,,464.0,464.0,464.0,0.0,0.0,True,V1,464.0,0.0,0.0,576.0,576.0,576.0,0.0,0.0,True,V1,576.0,0.0,0.0
QQQ,20241212,True,,464.0,464.0,464.0,0.0,0.0,True,V1,464.0,0.0,0.0,576.0,576.0,576.0,0.0,0.0,True,V1,576.0,0.0,0.0
QQQ,20241213,True,,576.0,576.0,576.0,0.0,0.0,True,V1,576.0,0.0,0.0,1220.0,1220.0,1220.0,0.0,0.0,True,V1,1220.0,0.0,0.0
QQQ,20241216,True,,472.0,472.0,472.0,0.0,0.0,True,V1,472.0,0.0,0.0,1220.0,1220.0,1220.0,0.0,0.0,True,V1,1220.0,0.0,0.0
QQQ,20241217,True,,472.0,472.0,472.0,0.0,0.0,True,V1,472.0,0.0,0.0,1304.0,1304.0,1304.0,0.0,0.0,True,V1,1304.0,0.0,0.0
QQQ,20241218,True,,504.0,504.0,504.0,0.0,0.0,True,V1,504.0,0.0,0.0,1304.0,1304.0,1304.0,0.0,0.0,True,V1,1304.0,0.0,0.0
QQQ,20241219,True,,504.0,504.0,504.0,0.0,0.0,True,V1,504.0,0.0,0.0,1304.0,1304.0,1304.0,0.0,0.0,True,V1,1304.0,0.0,0.0
QQQ,20241220,True,,1304.0,1304.0,1304.0,0.0,0.0,True,V1,1304.0,0.0,0.0,804.0,804.0,804.0,0.0,0.0,True,V1,804.0,0.0,0.0
QQQ,20241223,True,,544.0,544.0,544.0,0.0,0.0,True,V1,544.0,0.0,0.0,804.0,804.0,804.0,0.0,0.0,True,V1,804.0,0.0,0.0
QQQ,20241224,True,,560.0,560.0,560.0,0.0,0.0,True,V1,560.0,0.0,0.0,804.0,804.0,804.0,0.0,0.0,True,V1,804.0,0.0,0.0
QQQ,20241226,True,,560.0,560.0,560.0,0.0,0.0,True,V1,560.0,0.0,0.0,804.0,804.0,804.0,0.0,0.0,True,V1,804.0,0.0,0.0
QQQ,20241227,True,,804.0,804.0,804.0,0.0,0.0,True,V1,804.0,0.0,0.0,620.0,620.0,620.0,0.0,0.0,True,V1,620.0,0.0,0.0
QQQ,20241230,True,,556.0,556.0,556.0,0.0,0.0,True,V1,556.0,0.0,0.0,620.0,620.0,620.0,0.0,0.0,True,V1,620.0,0.0,0.0
QQQ,20241231,True,,996.0,996.0,996.0,0.0,0.0,True,V1,996.0,0.0,0.0,620.0,620.0,620.0,0.0,0.0,True,V1,620.0,0.0,0.0
QQQ,20250102,True,,556.0,556.0,556.0,0.0,0.0,True,V1,556.0,0.0,0.0,620.0,620.0,620.0,0.0,0.0,True,V1,620.0,0.0,0.0
QQQ,20250103,True,,620.0,620.0,620.0,0.0,0.0,True,V1,620.0,0.0,0.0,672.0,672.0,672.0,0.0,0.0,True,V1,672.0,0.0,0.0
QQQ,20250106,True,,572.0,572.0,572.0,0.0,0.0,True,V1,572.0,0.0,0.0,672.0,672.0,672.0,0.0,0.0,True,V1,672.0,0.0,0.0
QQQ,20250107,True,,572.0,572.0,572.0,0.0,0.0,True,V1,572.0,0.0,0.0,672.0,672.0,672.0,0.0,0.0,True,V1,672.0,0.0,0.0
QQQ,20250108,True,,572.0,572.0,572.0,0.0,0.0,True,V1,572.0,0.0,0.0,672.0,672.0,672.0,0.0,0.0,True,V1,672.0,0.0,0.0
QQQ,20250110,True,,672.0,672.0,672.0,0.0,0.0,True,V1,672.0,0.0,0.0,1048.0,1048.0,1048.0,0.0,0.0,True,V1,1048.0,0.0,0.0
QQQ,20250113,True,,512.0,512.0,512.0,0.0,0.0,True,V1,512.0,0.0,0.0,1064.0,1064.0,1064.0,0.0,0.0,True,V1,1064.0,0.0,0.0
QQQ,20250114,True,,484.0,484.0,484.0,0.0,0.0,True,V1,484.0,0.0,0.0,1064.0,1064.0,1064.0,0.0,0.0,True,V1,1064.0,0.0,0.0
QQQ,20250115,True,,432.0,432.0,432.0,0.0,0.0,True,V1,432.0,0.0,0.0,1064.0,1064.0,1064.0,0.0,0.0,True,V1,1064.0,0.0,0.0
QQQ,20250116,True,,432.0,432.0,432.0,0.0,0.0,True,V1,432.0,0.0,0.0,1064.0,1064.0,1064.0,0.0,0.0,True,V1,1064.0,0.0,0.0
QQQ,20250117,True,,1064.0,1064.0,1064.0,0.0,0.0,True,V1,1064.0,0.0,0.0,616.0,616.0,616.0,0.0,0.0,True,V1,616.0,0.0,0.0
QQQ,20250121,True,,512.0,512.0,512.0,0.0,0.0,True,V1,512.0,0.0,0.0,616.0,616.0,616.0,0.0,0.0,True,V1,616.0,0.0,0.0
QQQ,20250122,True,,508.0,508.0,508.0,0.0,0.0,True,V1,508.0,0.0,0.0,616.0,616.0,616.0,0.0,0.0,True,V1,616.0,0.0,0.0
QQQ,20250123,True,,508.0,508.0,508.0,0.0,0.0,True,V1,508.0,0.0,0.0,616.0,616.0,616.0,0.0,0.0,True,V1,616.0,0.0,0.0
QQQ,20250124,True,,616.0,616.0,616.0,0.0,0.0,True,V1,616.0,0.0,0.0,576.0,576.0,576.0,0.0,0.0,True,V1,576.0,0.0,0.0
QQQ,20250127,True,,584.0,584.0,584.0,0.0,0.0,True,V1,584.0,0.0,0.0,672.0,672.0,672.0,0.0,0.0,True,V1,672.0,0.0,0.0
QQQ,20250128,True,,584.0,584.0,584.0,0.0,0.0,True,V1,584.0,0.0,0.0,688.0,688.0,688.0,0.0,0.0,True,V1,688.0,0.0,0.0
QQQ,20250129,True,,592.0,592.0,592.0,0.0,0.0,True,V1,592.0,0.0,0.0,688.0,688.0,688.0,0.0,0.0,True,V1,688.0,0.0,0.0
QQQ,20250130,True,,656.0,656.0,656.0,0.0,0.0,True,V1,656.0,0.0,0.0,688.0,688.0,688.0,0.0,0.0,True,V1,688.0,0.0,0.0
QQQ,20250131,True,,688.0,688.0,688.0,0.0,0.0,True,V1,688.0,0.0,0.0,704.0,704.0,704.0,0.0,0.0,True,V1,704.0,0.0,0.0
QQQ,20250203,True,,592.0,592.0,592.0,0.0,0.0,True,V1,592.0,0.0,0.0,704.0,704.0,704.0,0.0,0.0,True,V1,704.0,0.0,0.0
QQQ,20250204,True,,592.0,592.0,592.0,0.0,0.0,True,V1,592.0,0.0,0.0,704.0,704.0,704.0,0.0,0.0,True,V1,704.0,0.0,0.0
QQQ,20250205,True,,592.0,592.0,592.0,0.0,0.0,True,V1,592.0,0.0,0.0,704.0,704.0,704.0,0.0,0.0,True,V1,704.0,0.0,0.0
QQQ,20250206,True,,592.0,592.0,592.0,0.0,0.0,True,V1,592.0,0.0,0.0,704.0,704.0,704.0,0.0,0.0,True,V1,704.0,0.0,0.0
QQQ,20250207,True,,704.0,704.0,704.0,0.0,0.0,True,V1,704.0,0.0,0.0,676.0,676.0,676.0,0.0,0.0,True,V1,676.0,0.0,0.0
QQQ,20250210,True,,588.0,588.0,588.0,0.0,0.0,True,V1,588.0,0.0,0.0,676.0,676.0,676.0,0.0,0.0,True,V1,676.0,0.0,0.0
QQQ,20250211,True,,568.0,568.0,568.0,0.0,0.0,True,V1,568.0,0.0,0.0,676.0,676.0,676.0,0.0,0.0,True,V1,676.0,0.0,0.0
QQQ,20250212,True,,568.0,568.0,568.0,0.0,0.0,True,V1,568.0,0.0,0.0,676.0,676.0,676.0,0.0,0.0,True,V1,676.0,0.0,0.0
QQQ,20250213,True,,568.0,568.0,568.0,0.0,0.0,True,V1,568.0,0.0,0.0,676.0,676.0,676.0,0.0,0.0,True,V1,676.0,0.0,0.0
QQQ,20250214,True,,676.0,676.0,676.0,0.0,0.0,True,V1,676.0,0.0,0.0,640.0,640.0,640.0,0.0,0.0,True,V1,640.0,0.0,0.0
QQQ,20250218,True,,576.0,576.0,576.0,0.0,0.0,True,V1,576.0,0.0,0.0,640.0,640.0,640.0,0.0,0.0,True,V1,640.0,0.0,0.0
QQQ,20250219,True,,576.0,576.0,576.0,0.0,0.0,True,V1,576.0,0.0,0.0,640.0,640.0,640.0,0.0,0.0,True,V1,640.0,0.0,0.0
QQQ,20250220,True,,548.0,548.0,548.0,0.0,0.0,True,V1,548.0,0.0,0.0,640.0,640.0,640.0,0.0,0.0,True,V1,640.0,0.0,0.0
QQQ,20250221,True,,640.0,640.0,640.0,0.0,0.0,True,V1,640.0,0.0,0.0,656.0,656.0,656.0,0.0,0.0,True,V1,656.0,0.0,0.0
QQQ,20250224,True,,548.0,548.0,548.0,0.0,0.0,True,V1,548.0,0.0,0.0,656.0,656.0,656.0,0.0,0.0,True,V1,656.0,0.0,0.0
QQQ,20250225,True,,548.0,548.0,548.0,0.0,0.0,True,V1,548.0,0.0,0.0,672.0,672.0,672.0,0.0,0.0,True,V1,672.0,0.0,0.0
QQQ,20250226,True,,572.0,572.0,572.0,0.0,0.0,True,V1,572.0,0.0,0.0,688.0,688.0,688.0,0.0,0.0,True,V1,688.0,0.0,0.0
QQQ,20250227,True,,588.0,588.0,588.0,0.0,0.0,True,V1,588.0,0.0,0.0,688.0,688.0,688.0,0.0,0.0,True,V1,688.0,0.0,0.0
QQQ,20250228,True,,688.0,688.0,688.0,0.0,0.0,True,V1,688.0,0.0,0.0,632.0,632.0,632.0,0.0,0.0,True,V1,632.0,0.0,0.0
QQQ,20250303,True,,512.0,512.0,512.0,0.0,0.0,True,V1,512.0,0.0,0.0,632.0,632.0,632.0,0.0,0.0,True,V1,632.0,0.0,0.0
QQQ,20250304,True,,512.0,512.0,512.0,0.0,0.0,True,V1,512.0,0.0,0.0,632.0,632.0,632.0,0.0,0.0,True,V1,632.0,0.0,0.0
QQQ,20250305,True,,556.0,556.0,556.0,0.0,0.0,True,V1,556.0,0.0,0.0,712.0,712.0,712.0,0.0,0.0,True,V1,712.0,0.0,0.0
QQQ,20250306,True,,612.0,612.0,612.0,0.0,0.0,True,V1,612.0,0.0,0.0,712.0,712.0,712.0,0.0,0.0,True,V1,712.0,0.0,0.0
QQQ,20250307,True,,712.0,712.0,712.0,0.0,0.0,True,V1,712.0,0.0,0.0,712.0,712.0,712.0,0.0,0.0,True,V1,712.0,0.0,0.0
QQQ,20250310,True,,580.0,580.0,580.0,0.0,0.0,True,V1,580.0,0.0,0.0,712.0,712.0,712.0,0.0,0.0,True,V1,712.0,0.0,0.0
QQQ,20250311,True,,576.0,576.0,576.0,0.0,0.0,True,V1,576.0,0.0,0.0,736.0,736.0,736.0,0.0,0.0,True,V1,736.0,0.0,0.0
QQQ,20250312,True,,580.0,580.0,580.0,0.0,0.0,True,V1,580.0,0.0,0.0,736.0,736.0,736.0,0.0,0.0,True,V1,736.0,0.0,0.0
QQQ,20250313,True,,580.0,580.0,580.0,0.0,0.0,True,V1,580.0,0.0,0.0,736.0,736.0,736.0,0.0,0.0,True,V1,736.0,0.0,0.0
QQQ,20250314,True,,736.0,736.0,736.0,0.0,0.0,True,V1,736.0,0.0,0.0,1004.0,1004.0,1004.0,0.0,0.0,True,V1,1004.0,0.0,0.0
QQQ,20250317,True,,580.0,580.0,580.0,0.0,0.0,True,V1,580.0,0.0,0.0,1004.0,1004.0,1004.0,0.0,0.0,True,V1,1004.0,0.0,0.0
QQQ,20250318,True,,548.0,548.0,548.0,0.0,0.0,True,V1,548.0,0.0,0.0,1004.0,1004.0,1004.0,0.0,0.0,True,V1,1004.0,0.0,0.0
QQQ,20250319,True,,560.0,560.0,560.0,0.0,0.0,True,V1,560.0,0.0,0.0,1004.0,1004.0,1004.0,0.0,0.0,True,V1,1004.0,0.0,0.0
QQQ,20250320,True,,580.0,580.0,580.0,0.0,0.0,True,V1,580.0,0.0,0.0,1004.0,1004.0,1004.0,0.0,0.0,True,V1,1004.0,0.0,0.0
QQQ,20250321,True,,1004.0,1004.0,1004.0,0.0,0.0,True,V1,1004.0,0.0,0.0,736.0,736.0,736.0,0.0,0.0,True,V1,736.0,0.0,0.0
QQQ,20250324,True,,516.0,516.0,516.0,0.0,0.0,True,V1,516.0,0.0,0.0,736.0,736.0,736.0,0.0,0.0,True,V1,736.0,0.0,0.0
QQQ,20250325,True,,516.0,516.0,516.0,0.0,0.0,True,V1,516.0,0.0,0.0,736.0,736.0,736.0,0.0,0.0,True,V1,736.0,0.0,0.0
QQQ,20250326,True,,516.0,516.0,516.0,0.0,0.0,True,V1,516.0,0.0,0.0,736.0,736.0,736.0,0.0,0.0,True,V1,736.0,0.0,0.0
QQQ,20250327,True,,516.0,516.0,516.0,0.0,0.0,True,V1,516.0,0.0,0.0,736.0,736.0,736.0,0.0,0.0,True,V1,736.0,0.0,0.0
QQQ,20250328,True,,736.0,736.0,736.0,0.0,0.0,True,V1,736.0,0.0,0.0,824.0,824.0,824.0,0.0,0.0,True,V1,824.0,0.0,0.0
QQQ,20250331,True,,716.0,716.0,716.0,0.0,0.0,True,V1,716.0,0.0,0.0,824.0,824.0,824.0,0.0,0.0,True,V1,824.0,0.0,0.0
QQQ,20250401,True,,500.0,500.0,500.0,0.0,0.0,True,V1,500.0,0.0,0.0,860.0,860.0,860.0,0.0,0.0,True,V1,860.0,0.0,0.0
