ticker,trade_date,feature_valid,invalid_reason,front_greek_target_rows,front_iv_target_rows,back_greek_target_rows,back_iv_target_rows,underlying_rows,underlying_out_of_scope_invalid_rows
SPXW,20230712,True,,528.0,528.0,804.0,804.0,391.0,0.0
SPXW,20230713,True,,580.0,580.0,832.0,832.0,391.0,0.0
SPXW,20230714,True,,832.0,832.0,1452.0,1452.0,391.0,0.0
SPXW,20230717,True,,584.0,584.0,1452.0,1452.0,391.0,0.0
SPXW,20230718,True,,640.0,640.0,1452.0,1452.0,391.0,0.0
SPXW,20230719,True,,592.0,592.0,1452.0,1452.0,391.0,0.0
SPXW,20230720,True,,648.0,648.0,1452.0,1452.0,391.0,0.0
SPXW,20230721,True,,1452.0,1452.0,888.0,888.0,391.0,0.0
SPXW,20230724,True,,628.0,628.0,888.0,888.0,391.0,0.0
SPXW,20230725,True,,644.0,644.0,888.0,888.0,391.0,0.0
SPXW,20230726,True,,608.0,608.0,888.0,888.0,391.0,0.0
SPXW,20230727,True,,624.0,624.0,888.0,888.0,391.0,0.0
SPXW,20230728,True,,888.0,888.0,840.0,840.0,391.0,0.0
SPXW,20230731,True,,1408.0,1408.0,876.0,876.0,391.0,0.0
SPXW,20230801,True,,636.0,636.0,884.0,884.0,391.0,0.0
SPXW,20230802,True,,596.0,596.0,884.0,884.0,391.0,0.0
SPXW,20230803,True,,604.0,604.0,884.0,884.0,391.0,0.0
SPXW,20230804,True,,884.0,884.0,784.0,784.0,391.0,0.0
SPXW,20230807,True,,596.0,596.0,800.0,800.0,391.0,0.0
SPXW,20230808,True,,636.0,636.0,800.0,800.0,391.0,0.0
SPXW,20230809,True,,580.0,580.0,800.0,800.0,391.0,0.0
SPXW,20230810,True,,624.0,624.0,800.0,800.0,391.0,0.0
SPXW,20230811,True,,800.0,800.0,1476.0,1476.0,391.0,0.0
SPXW,20230814,False,AssertionError: Greek/IV exact key sets differ,,,,,,
SPXW,20230815,True,,632.0,632.0,1476.0,1476.0,391.0,0.0
SPXW,20230816,True,,636.0,636.0,1476.0,1476.0,391.0,0.0
SPXW,20230817,True,,664.0,664.0,1476.0,1476.0,391.0,0.0
SPXW,20230818,True,,1476.0,1476.0,884.0,884.0,391.0,0.0
SPXW,20230821,True,,684.0,684.0,884.0,884.0,391.0,0.0
SPXW,20230822,True,,680.0,680.0,884.0,884.0,391.0,0.0
SPXW,20230823,True,,676.0,676.0,884.0,884.0,391.0,0.0
SPXW,20230824,True,,660.0,660.0,884.0,884.0,391.0,0.0
SPXW,20230825,True,,884.0,884.0,776.0,776.0,391.0,0.0
SPXW,20230828,True,,680.0,680.0,776.0,776.0,391.0,0.0
SPXW,20230829,True,,660.0,660.0,824.0,824.0,391.0,0.0
SPXW,20230830,True,,684.0,684.0,832.0,832.0,391.0,0.0
SPXW,20230831,True,,1372.0,1372.0,832.0,832.0,391.0,0.0
SPXW,20230901,True,,832.0,832.0,756.0,756.0,391.0,0.0
SPXW,20230905,True,,636.0,636.0,756.0,756.0,391.0,0.0
SPXW,20230906,True,,632.0,632.0,784.0,784.0,391.0,0.0
SPXW,20230907,True,,632.0,632.0,792.0,792.0,391.0,0.0
SPXW,20230908,True,,792.0,792.0,1476.0,1476.0,391.0,0.0
SPXW,20230911,True,,696.0,696.0,1476.0,1476.0,391.0,0.0
SPXW,20230912,True,,596.0,596.0,1476.0,1476.0,391.0,0.0
SPXW,20230913,True,,592.0,592.0,1476.0,1476.0,391.0,0.0
SPXW,20230914,True,,592.0,592.0,1476.0,1476.0,391.0,0.0
SPXW,20230915,True,,1476.0,1476.0,792.0,792.0,391.0,0.0
SPXW,20230918,True,,664.0,664.0,800.0,800.0,391.0,0.0
SPXW,20230919,True,,604.0,604.0,800.0,800.0,391.0,0.0
SPXW,20230920,True,,608.0,608.0,804.0,804.0,391.0,0.0
SPXW,20230921,True,,636.0,636.0,832.0,832.0,391.0,0.0
SPXW,20230922,True,,880.0,880.0,1492.0,1492.0,391.0,0.0
SPXW,20230925,True,,752.0,752.0,1492.0,1492.0,391.0,0.0
SPXW,20230926,True,,676.0,676.0,1492.0,1492.0,391.0,0.0
SPXW,20230927,True,,704.0,704.0,1492.0,1492.0,391.0,0.0
SPXW,20230928,True,,740.0,740.0,1492.0,1492.0,391.0,0.0
SPXW,20230929,True,,1492.0,1492.0,880.0,880.0,391.0,0.0
SPXW,20231002,True,,728.0,728.0,880.0,880.0,391.0,0.0
SPXW,20231003,True,,688.0,688.0,880.0,880.0,391.0,0.0
SPXW,20231004,True,,720.0,720.0,916.0,916.0,391.0,0.0
SPXW,20231005,True,,720.0,720.0,916.0,916.0,391.0,0.0
SPXW,20231006,True,,916.0,916.0,760.0,760.0,391.0,0.0
SPXW,20231009,True,,756.0,756.0,844.0,844.0,391.0,0.0
SPXW,20231010,True,,692.0,692.0,844.0,844.0,391.0,0.0
SPXW,20231011,True,,704.0,704.0,844.0,844.0,391.0,0.0
SPXW,20231012,True,,684.0,684.0,844.0,844.0,391.0,0.0
SPXW,20231013,True,,844.0,844.0,1384.0,1384.0,391.0,0.0
SPXW,20231016,True,,640.0,640.0,1384.0,1384.0,391.0,0.0
SPXW,20231017,True,,632.0,632.0,1384.0,1384.0,391.0,0.0
SPXW,20231018,True,,620.0,620.0,1384.0,1384.0,391.0,0.0
SPXW,20231019,True,,616.0,616.0,1384.0,1384.0,391.0,0.0
SPXW,20231020,True,,1384.0,1384.0,868.0,868.0,391.0,0.0
SPXW,20231023,True,,652.0,652.0,904.0,904.0,391.0,0.0
SPXW,20231024,True,,660.0,660.0,908.0,908.0,391.0,0.0
SPXW,20231025,True,,644.0,644.0,908.0,908.0,391.0,0.0
SPXW,20231026,True,,684.0,684.0,956.0,956.0,391.0,0.0
SPXW,20231027,True,,980.0,980.0,740.0,740.0,391.0,0.0
SPXW,20231030,True,,720.0,720.0,740.0,740.0,391.0,0.0
SPXW,20231031,True,,1432.0,1432.0,872.0,872.0,391.0,0.0
SPXW,20231101,True,,688.0,688.0,872.0,872.0,391.0,0.0
SPXW,20231102,True,,688.0,688.0,872.0,872.0,391.0,0.0
SPXW,20231103,True,,872.0,872.0,796.0,796.0,391.0,0.0
SPXW,20231106,True,,692.0,692.0,816.0,816.0,391.0,0.0
SPXW,20231107,True,,700.0,700.0,824.0,824.0,391.0,0.0
SPXW,20231108,True,,700.0,700.0,824.0,824.0,391.0,0.0
SPXW,20231109,True,,700.0,700.0,840.0,840.0,391.0,0.0
SPXW,20231110,True,,840.0,840.0,1420.0,1420.0,391.0,0.0
SPXW,20231113,True,,704.0,704.0,1420.0,1420.0,391.0,0.0
SPXW,20231114,True,,696.0,696.0,1420.0,1420.0,391.0,0.0
SPXW,20231115,True,,764.0,764.0,1420.0,1420.0,391.0,0.0
SPXW,20231116,True,,764.0,764.0,1420.0,1420.0,391.0,0.0
SPXW,20231117,True,,1420.0,1420.0,932.0,932.0,391.0,0.0
SPXW,20231120,True,,760.0,760.0,944.0,944.0,391.0,0.0
SPXW,20231121,True,,772.0,772.0,968.0,968.0,391.0,0.0
SPXW,20231122,True,,784.0,784.0,968.0,968.0,391.0,0.0
SPXW,20231124,True,,976.0,976.0,780.0,780.0,391.0,0.0
SPXW,20231127,True,,768.0,768.0,780.0,780.0,391.0,0.0
SPXW,20231128,True,,732.0,732.0,780.0,780.0,391.0,0.0
SPXW,20231129,True,,736.0,736.0,960.0,960.0,391.0,0.0
SPXW,20231130,True,,1364.0,1364.0,960.0,960.0,391.0,0.0
SPXW,20231201,True,,976.0,976.0,788.0,788.0,391.0,0.0
SPXW,20231204,True,,708.0,708.0,864.0,864.0,391.0,0.0
SPXW,20231205,True,,688.0,688.0,864.0,864.0,391.0,0.0
SPXW,20231206,True,,692.0,692.0,864.0,864.0,391.0,0.0
SPXW,20231207,True,,668.0,668.0,864.0,864.0,391.0,0.0
SPXW,20231208,True,,864.0,864.0,1620.0,1620.0,391.0,0.0
SPXW,20231211,True,,664.0,664.0,1620.0,1620.0,391.0,0.0
SPXW,20231212,True,,644.0,644.0,1620.0,1620.0,391.0,0.0
SPXW,20231213,True,,660.0,660.0,1620.0,1620.0,391.0,0.0
SPXW,20231214,True,,736.0,736.0,1620.0,1620.0,391.0,0.0
SPXW,20231215,True,,1620.0,1620.0,936.0,936.0,391.0,0.0
SPXW,20231218,True,,692.0,692.0,936.0,936.0,391.0,0.0
SPXW,20231219,True,,700.0,700.0,964.0,964.0,391.0,0.0
SPXW,20231220,True,,712.0,712.0,980.0,980.0,391.0,0.0
SPXW,20231221,True,,696.0,696.0,980.0,980.0,391.0,0.0
SPXW,20231222,True,,980.0,980.0,1592.0,1592.0,391.0,0.0
SPXW,20231226,True,,680.0,680.0,1592.0,1592.0,391.0,0.0
SPXW,20231227,True,,692.0,692.0,1600.0,1600.0,391.0,0.0
SPXW,20231228,True,,676.0,676.0,1608.0,1608.0,391.0,0.0
SPXW,20231229,True,,1608.0,1608.0,892.0,892.0,391.0,0.0
SPY,20230103,True,,488.0,488.0,604.0,604.0,391.0,0.0
SPY,20230104,True,,488.0,488.0,604.0,604.0,391.0,0.0
SPY,20230105,True,,476.0,476.0,604.0,604.0,391.0,0.0
SPY,20230106,True,,604.0,604.0,608.0,608.0,391.0,0.0
SPY,20230109,True,,480.0,480.0,608.0,608.0,391.0,0.0
SPY,20230110,True,,480.0,480.0,632.0,632.0,391.0,0.0
SPY,20230111,True,,528.0,528.0,632.0,632.0,391.0,0.0
SPY,20230112,True,,528.0,528.0,632.0,632.0,391.0,0.0
SPY,20230113,True,,632.0,632.0,940.0,940.0,391.0,0.0
SPY,20230117,True,,540.0,540.0,940.0,940.0,391.0,0.0
SPY,20230118,True,,540.0,540.0,940.0,940.0,391.0,0.0
SPY,20230119,True,,508.0,508.0,940.0,940.0,391.0,0.0
SPY,20230120,True,,940.0,940.0,576.0,576.0,391.0,0.0
SPY,20230123,True,,536.0,536.0,588.0,588.0,391.0,0.0
SPY,20230124,True,,516.0,516.0,588.0,588.0,391.0,0.0
SPY,20230125,True,,536.0,536.0,624.0,624.0,391.0,0.0
SPY,20230126,True,,532.0,532.0,624.0,624.0,391.0,0.0
SPY,20230127,True,,624.0,624.0,620.0,620.0,391.0,0.0
SPY,20230130,True,,552.0,552.0,628.0,628.0,391.0,0.0
SPY,20230131,True,,552.0,552.0,628.0,628.0,391.0,0.0
SPY,20230201,True,,552.0,552.0,628.0,628.0,391.0,0.0
SPY,20230202,True,,552.0,552.0,628.0,628.0,391.0,0.0
SPY,20230203,True,,628.0,628.0,620.0,620.0,391.0,0.0
SPY,20230206,True,,552.0,552.0,620.0,620.0,391.0,0.0
SPY,20230207,True,,552.0,552.0,620.0,620.0,391.0,0.0
SPY,20230208,True,,552.0,552.0,620.0,620.0,391.0,0.0
SPY,20230209,True,,552.0,552.0,620.0,620.0,391.0,0.0
SPY,20230210,True,,620.0,620.0,1008.0,1008.0,391.0,0.0
SPY,20230213,True,,552.0,552.0,1008.0,1008.0,391.0,0.0
SPY,20230214,True,,560.0,560.0,1008.0,1008.0,391.0,0.0
SPY,20230215,True,,540.0,540.0,1008.0,1008.0,391.0,0.0
SPY,20230216,True,,540.0,540.0,1008.0,1008.0,391.0,0.0
SPY,20230217,True,,1008.0,1008.0,624.0,624.0,391.0,0.0
SPY,20230221,True,,540.0,540.0,624.0,624.0,391.0,0.0
SPY,20230222,True,,552.0,552.0,640.0,640.0,391.0,0.0
SPY,20230223,True,,480.0,480.0,640.0,640.0,391.0,0.0
SPY,20230224,True,,640.0,640.0,600.0,600.0,391.0,0.0
SPY,20230227,True,,564.0,564.0,604.0,604.0,391.0,0.0
SPY,20230228,True,,564.0,564.0,604.0,604.0,391.0,0.0
SPY,20230301,True,,564.0,564.0,604.0,604.0,391.0,0.0
SPY,20230302,True,,512.0,512.0,604.0,604.0,391.0,0.0
SPY,20230303,True,,604.0,604.0,596.0,596.0,391.0,0.0
SPY,20230306,True,,508.0,508.0,596.0,596.0,391.0,0.0
SPY,20230307,True,,508.0,508.0,596.0,596.0,391.0,0.0
SPY,20230308,True,,488.0,488.0,608.0,608.0,391.0,0.0
SPY,20230309,True,,504.0,504.0,608.0,608.0,391.0,0.0
SPY,20230310,True,,608.0,608.0,956.0,956.0,391.0,0.0
SPY,20230313,True,,520.0,520.0,956.0,956.0,391.0,0.0
SPY,20230314,True,,520.0,520.0,956.0,956.0,391.0,0.0
SPY,20230315,True,,528.0,528.0,956.0,956.0,391.0,0.0
SPY,20230316,True,,528.0,528.0,956.0,956.0,391.0,0.0
SPY,20230317,True,,956.0,956.0,680.0,680.0,391.0,0.0
SPY,20230320,True,,536.0,536.0,680.0,680.0,391.0,0.0
SPY,20230321,True,,536.0,536.0,688.0,688.0,391.0,0.0
SPY,20230322,True,,540.0,540.0,688.0,688.0,391.0,0.0
SPY,20230323,True,,548.0,548.0,708.0,708.0,391.0,0.0
SPY,20230324,True,,708.0,708.0,860.0,860.0,391.0,0.0
SPY,20230327,True,,560.0,560.0,860.0,860.0,391.0,0.0
SPY,20230328,True,,568.0,568.0,860.0,860.0,391.0,0.0
SPY,20230329,True,,528.0,528.0,860.0,860.0,391.0,0.0
SPY,20230330,True,,528.0,528.0,860.0,860.0,391.0,0.0
SPY,20230331,True,,860.0,860.0,600.0,600.0,391.0,0.0
SPY,20230403,True,,512.0,512.0,600.0,600.0,391.0,0.0
SPY,20230404,True,,508.0,508.0,640.0,640.0,391.0,0.0
SPY,20230405,True,,552.0,552.0,640.0,640.0,391.0,0.0
SPY,20230406,True,,640.0,640.0,612.0,612.0,391.0,0.0
SPY,20230410,True,,596.0,596.0,612.0,612.0,391.0,0.0
SPY,20230411,True,,544.0,544.0,624.0,624.0,391.0,0.0
SPY,20230412,True,,508.0,508.0,628.0,628.0,391.0,0.0
SPY,20230413,True,,512.0,512.0,628.0,628.0,391.0,0.0
SPY,20230414,True,,628.0,628.0,760.0,760.0,391.0,0.0
SPY,20230417,True,,516.0,516.0,760.0,760.0,391.0,0.0
SPY,20230418,True,,516.0,516.0,764.0,764.0,391.0,0.0
SPY,20230419,True,,520.0,520.0,764.0,764.0,391.0,0.0
SPY,20230420,True,,520.0,520.0,764.0,764.0,391.0,0.0
SPY,20230421,True,,764.0,764.0,620.0,620.0,391.0,0.0
SPY,20230424,True,,512.0,512.0,620.0,620.0,391.0,0.0
SPY,20230425,True,,512.0,512.0,620.0,620.0,391.0,0.0
SPY,20230426,True,,504.0,504.0,628.0,628.0,391.0,0.0
SPY,20230427,True,,516.0,516.0,636.0,636.0,391.0,0.0
SPY,20230428,True,,636.0,636.0,640.0,640.0,391.0,0.0
SPY,20230501,True,,536.0,536.0,648.0,648.0,391.0,0.0
SPY,20230502,True,,596.0,596.0,648.0,648.0,391.0,0.0
SPY,20230503,True,,596.0,596.0,648.0,648.0,391.0,0.0
SPY,20230504,True,,596.0,596.0,648.0,648.0,391.0,0.0
SPY,20230505,True,,648.0,648.0,620.0,620.0,391.0,0.0
SPY,20230508,True,,536.0,536.0,620.0,620.0,391.0,0.0
SPY,20230509,True,,536.0,536.0,620.0,620.0,391.0,0.0
SPY,20230510,True,,536.0,536.0,620.0,620.0,391.0,0.0
SPY,20230511,True,,524.0,524.0,620.0,620.0,391.0,0.0
SPY,20230512,True,,620.0,620.0,680.0,680.0,391.0,0.0
SPY,20230515,True,,512.0,512.0,760.0,760.0,391.0,0.0
SPY,20230516,True,,512.0,512.0,760.0,760.0,391.0,0.0
SPY,20230517,True,,560.0,560.0,760.0,760.0,391.0,0.0
SPY,20230518,True,,504.0,504.0,760.0,760.0,391.0,0.0
SPY,20230519,True,,760.0,760.0,620.0,620.0,391.0,0.0
SPY,20230522,True,,544.0,544.0,632.0,632.0,391.0,0.0
SPY,20230523,True,,544.0,544.0,632.0,632.0,391.0,0.0
SPY,20230524,True,,544.0,544.0,632.0,632.0,391.0,0.0
SPY,20230525,True,,544.0,544.0,632.0,632.0,391.0,0.0
SPY,20230526,True,,632.0,632.0,628.0,628.0,391.0,0.0
SPY,20230530,True,,544.0,544.0,628.0,628.0,391.0,0.0
SPY,20230531,True,,540.0,540.0,628.0,628.0,391.0,0.0
SPY,20230601,True,,540.0,540.0,628.0,628.0,391.0,0.0
SPY,20230602,True,,628.0,628.0,620.0,620.0,391.0,0.0
SPY,20230605,True,,544.0,544.0,624.0,624.0,391.0,3.0
SPY,20230606,True,,544.0,544.0,624.0,624.0,391.0,0.0
SPY,20230607,True,,540.0,540.0,644.0,644.0,391.0,0.0
SPY,20230608,True,,568.0,568.0,644.0,644.0,391.0,0.0
SPY,20230609,True,,644.0,644.0,1056.0,1056.0,391.0,0.0
SPY,20230612,True,,568.0,568.0,1068.0,1068.0,391.0,0.0
SPY,20230613,True,,568.0,568.0,1068.0,1068.0,391.0,0.0
SPY,20230614,True,,568.0,568.0,1068.0,1068.0,391.0,0.0
SPY,20230615,True,,568.0,568.0,1068.0,1068.0,391.0,0.0
SPY,20230616,True,,1068.0,1068.0,628.0,628.0,391.0,0.0
SPY,20230620,True,,540.0,540.0,628.0,628.0,391.0,0.0
SPY,20230621,True,,540.0,540.0,628.0,628.0,391.0,0.0
SPY,20230622,True,,540.0,540.0,628.0,628.0,391.0,0.0
SPY,20230623,True,,628.0,628.0,664.0,664.0,391.0,0.0
SPY,20230626,True,,528.0,528.0,664.0,664.0,391.0,0.0
SPY,20230627,True,,204.0,204.0,664.0,664.0,391.0,0.0
SPY,20230628,True,,224.0,224.0,664.0,664.0,391.0,0.0
SPY,20230629,True,,224.0,224.0,760.0,760.0,391.0,0.0
SPY,20230630,True,,760.0,760.0,608.0,608.0,391.0,0.0
SPY,20230703,True,,532.0,532.0,612.0,612.0,391.0,0.0
SPY,20230705,True,,532.0,532.0,612.0,612.0,391.0,0.0
SPY,20230706,True,,532.0,532.0,612.0,612.0,391.0,0.0
SPY,20230707,True,,612.0,612.0,596.0,596.0,391.0,0.0
SPY,20230710,True,,524.0,524.0,596.0,596.0,391.0,0.0
SPY,20230711,True,,524.0,524.0,596.0,596.0,391.0,0.0
SPY,20230712,True,,524.0,524.0,600.0,600.0,391.0,0.0
SPY,20230713,True,,516.0,516.0,600.0,600.0,391.0,0.0
SPY,20230714,True,,600.0,600.0,852.0,852.0,391.0,0.0
SPY,20230717,True,,520.0,520.0,852.0,852.0,391.0,0.0
SPY,20230718,True,,528.0,528.0,852.0,852.0,391.0,0.0
SPY,20230719,True,,528.0,528.0,852.0,852.0,391.0,0.0
SPY,20230720,True,,528.0,528.0,852.0,852.0,391.0,0.0
SPY,20230721,True,,852.0,852.0,576.0,576.0,391.0,0.0
SPY,20230724,True,,532.0,532.0,576.0,576.0,391.0,0.0
SPY,20230725,True,,532.0,532.0,576.0,576.0,391.0,0.0
SPY,20230726,True,,504.0,504.0,576.0,576.0,391.0,0.0
SPY,20230727,True,,500.0,500.0,576.0,576.0,391.0,0.0
SPY,20230728,True,,576.0,576.0,580.0,580.0,391.0,0.0
SPY,20230731,True,,500.0,500.0,580.0,580.0,391.0,0.0
SPY,20230801,True,,480.0,480.0,584.0,584.0,391.0,0.0
SPY,20230802,True,,480.0,480.0,588.0,588.0,391.0,0.0
SPY,20230803,True,,480.0,480.0,588.0,588.0,391.0,0.0
SPY,20230804,True,,588.0,588.0,600.0,600.0,391.0,0.0
SPY,20230807,True,,508.0,508.0,600.0,600.0,391.0,0.0
SPY,20230808,True,,508.0,508.0,600.0,600.0,391.0,0.0
SPY,20230809,True,,508.0,508.0,600.0,600.0,391.0,0.0
SPY,20230810,True,,508.0,508.0,600.0,600.0,391.0,0.0
SPY,20230811,True,,604.0,604.0,704.0,704.0,391.0,0.0
SPY,20230814,True,,512.0,512.0,704.0,704.0,391.0,0.0
SPY,20230815,True,,508.0,508.0,704.0,704.0,391.0,0.0
SPY,20230816,True,,500.0,500.0,704.0,704.0,391.0,0.0
SPY,20230817,True,,500.0,500.0,704.0,704.0,391.0,0.0
SPY,20230818,True,,704.0,704.0,620.0,620.0,391.0,0.0
SPY,20230821,True,,548.0,548.0,632.0,632.0,391.0,0.0
SPY,20230822,True,,540.0,540.0,632.0,632.0,391.0,0.0
SPY,20230823,True,,540.0,540.0,632.0,632.0,391.0,0.0
SPY,20230824,True,,540.0,540.0,632.0,632.0,391.0,0.0
SPY,20230825,True,,632.0,632.0,636.0,636.0,391.0,0.0
SPY,20230828,True,,540.0,540.0,636.0,636.0,391.0,0.0
SPY,20230829,True,,536.0,536.0,636.0,636.0,391.0,0.0
SPY,20230830,True,,536.0,536.0,636.0,636.0,391.0,0.0
SPY,20230831,True,,540.0,540.0,636.0,636.0,391.0,0.0
SPY,20230901,True,,636.0,636.0,632.0,632.0,391.0,0.0
SPY,20230905,True,,524.0,524.0,632.0,632.0,391.0,0.0
SPY,20230906,True,,524.0,524.0,632.0,632.0,391.0,0.0
SPY,20230907,True,,524.0,524.0,632.0,632.0,391.0,0.0
SPY,20230908,True,,632.0,632.0,868.0,868.0,391.0,0.0
SPY,20230911,True,,504.0,504.0,908.0,908.0,391.0,0.0
SPY,20230912,True,,504.0,504.0,908.0,908.0,391.0,0.0
SPY,20230913,True,,500.0,500.0,908.0,908.0,391.0,0.0
SPY,20230914,True,,500.0,500.0,908.0,908.0,391.0,0.0
SPY,20230915,True,,908.0,908.0,600.0,600.0,391.0,0.0
SPY,20230918,True,,504.0,504.0,600.0,600.0,391.0,0.0
SPY,20230919,True,,504.0,504.0,612.0,612.0,391.0,0.0
SPY,20230920,True,,508.0,508.0,616.0,616.0,391.0,0.0
SPY,20230921,True,,512.0,512.0,616.0,616.0,391.0,0.0
SPY,20230922,True,,616.0,616.0,800.0,800.0,391.0,0.0
SPY,20230925,True,,544.0,544.0,800.0,800.0,391.0,0.0
SPY,20230926,True,,544.0,544.0,800.0,800.0,391.0,0.0
SPY,20230927,True,,552.0,552.0,800.0,800.0,391.0,0.0
SPY,20230928,True,,564.0,564.0,800.0,800.0,391.0,0.0
SPY,20230929,True,,800.0,800.0,624.0,624.0,391.0,0.0
SPY,20231002,True,,572.0,572.0,624.0,624.0,391.0,0.0
SPY,20231003,True,,568.0,568.0,624.0,624.0,391.0,0.0
SPY,20231004,True,,560.0,560.0,624.0,624.0,391.0,0.0
SPY,20231005,True,,548.0,548.0,624.0,624.0,391.0,0.0
SPY,20231006,True,,624.0,624.0,628.0,628.0,391.0,0.0
SPY,20231009,True,,568.0,568.0,628.0,628.0,391.0,0.0
SPY,20231010,True,,552.0,552.0,628.0,628.0,391.0,0.0
SPY,20231011,True,,552.0,552.0,628.0,628.0,391.0,0.0
SPY,20231012,True,,568.0,568.0,628.0,628.0,391.0,0.0
SPY,20231013,True,,628.0,628.0,792.0,792.0,391.0,0.0
SPY,20231016,True,,556.0,556.0,792.0,792.0,391.0,0.0
SPY,20231017,True,,556.0,556.0,792.0,792.0,391.0,0.0
SPY,20231018,True,,524.0,524.0,792.0,792.0,391.0,0.0
SPY,20231019,True,,524.0,524.0,792.0,792.0,391.0,0.0
SPY,20231020,True,,792.0,792.0,628.0,628.0,391.0,0.0
SPY,20231023,True,,560.0,560.0,636.0,636.0,391.0,0.0
SPY,20231024,True,,560.0,560.0,660.0,660.0,391.0,0.0
SPY,20231025,True,,584.0,584.0,660.0,660.0,391.0,0.0
SPY,20231026,True,,584.0,584.0,660.0,660.0,391.0,0.0
SPY,20231027,True,,660.0,660.0,648.0,648.0,391.0,0.0
SPY,20231030,True,,592.0,592.0,648.0,648.0,391.0,0.0
SPY,20231031,True,,572.0,572.0,648.0,648.0,391.0,0.0
SPY,20231101,True,,572.0,572.0,648.0,648.0,391.0,0.0
SPY,20231102,True,,572.0,572.0,648.0,648.0,391.0,0.0
SPY,20231103,True,,648.0,648.0,652.0,652.0,391.0,0.0
SPY,20231106,True,,560.0,560.0,652.0,652.0,391.0,0.0
SPY,20231107,True,,560.0,560.0,680.0,680.0,391.0,0.0
SPY,20231108,True,,596.0,596.0,680.0,680.0,391.0,0.0
SPY,20231109,True,,596.0,596.0,680.0,680.0,391.0,0.0
SPY,20231110,True,,680.0,680.0,696.0,696.0,391.0,0.0
SPY,20231113,True,,608.0,608.0,696.0,696.0,391.0,0.0
SPY,20231114,True,,592.0,592.0,696.0,696.0,391.0,0.0
SPY,20231115,True,,560.0,560.0,696.0,696.0,391.0,0.0
SPY,20231116,True,,568.0,568.0,696.0,696.0,391.0,0.0
SPY,20231117,True,,696.0,696.0,632.0,632.0,391.0,0.0
SPY,20231120,True,,536.0,536.0,632.0,632.0,391.0,0.0
SPY,20231121,True,,536.0,536.0,632.0,632.0,391.0,0.0
SPY,20231122,True,,532.0,532.0,632.0,632.0,391.0,0.0
SPY,20231124,True,,632.0,632.0,608.0,608.0,391.0,0.0
SPY,20231127,True,,528.0,528.0,608.0,608.0,391.0,0.0
SPY,20231128,True,,500.0,500.0,608.0,608.0,391.0,0.0
SPY,20231129,True,,472.0,472.0,608.0,608.0,391.0,0.0
SPY,20231130,True,,472.0,472.0,608.0,608.0,391.0,0.0
SPY,20231201,True,,608.0,608.0,580.0,580.0,391.0,0.0
SPY,20231204,True,,472.0,472.0,592.0,592.0,391.0,0.0
SPY,20231205,True,,472.0,472.0,592.0,592.0,391.0,0.0
SPY,20231206,True,,472.0,472.0,592.0,592.0,391.0,0.0
SPY,20231207,True,,472.0,472.0,592.0,592.0,391.0,0.0
SPY,20231208,True,,592.0,592.0,988.0,988.0,391.0,0.0
SPY,20231211,True,,476.0,476.0,988.0,988.0,391.0,0.0
SPY,20231212,True,,472.0,472.0,988.0,988.0,391.0,0.0
SPY,20231213,True,,472.0,472.0,988.0,988.0,391.0,0.0
SPY,20231214,True,,472.0,472.0,988.0,988.0,391.0,0.0
SPY,20231215,True,,988.0,988.0,560.0,560.0,391.0,0.0
SPY,20231218,True,,472.0,472.0,560.0,560.0,391.0,0.0
SPY,20231219,True,,472.0,472.0,560.0,560.0,391.0,0.0
SPY,20231220,True,,472.0,472.0,564.0,564.0,391.0,0.0
SPY,20231221,True,,476.0,476.0,564.0,564.0,391.0,0.0
SPY,20231222,True,,564.0,564.0,788.0,788.0,391.0,0.0
SPY,20231226,True,,480.0,480.0,788.0,788.0,391.0,0.0
SPY,20231227,True,,480.0,480.0,788.0,788.0,391.0,0.0
SPY,20231228,True,,436.0,436.0,788.0,788.0,391.0,0.0
SPY,20231229,True,,788.0,788.0,808.0,808.0,391.0,0.0
